Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.6149168014526367	0	-12.3259677629	3.83052840409	-3.13276792423	-22.6868975937	11.0	0.0	1001	1001
2.1938529014587402	1	-10.6005348489	3.81447944977	-2.44871126043	-21.2142656291	11.0	0.0	1001	2002
2.770537853240967	2	-9.3291915321	3.42103941527	0.628267836754	-16.50460522	11.0	0.0	1001	3003
3.295015811920166	3	-8.78885978558	3.4761324786	0.578796625445	-17.8207727051	11.0	0.0	1001	4004
3.847026824951172	4	-8.83765995926	4.18417664518	0.246278119128	-19.7392434068	11.0	0.0	1001	5005
4.405361890792847	5	-9.62641141746	3.53937847563	-0.712223694236	-20.5050914839	11.0	0.0	1001	6006
4.926661014556885	6	-9.58589907892	3.6758339755	-0.927017733374	-18.906990412	11.0	0.0	1001	7007
5.451535940170288	7	-9.10800095007	3.54739538544	-0.825650086932	-17.7822508847	11.0	0.0	1001	8008
6.006101846694946	8	-7.54785208645	3.44950745992	0.265299505222	-14.9826407975	11.0	0.0	1001	9009
6.5794289112091064	9	-8.29024604184	3.57793910745	-0.305624101973	-17.1714501339	11.0	0.0	1001	10010
7.11967396736145	10	-6.91873968045	3.68160558647	0.210390210957	-17.0038699893	11.0	0.0	1001	11011
7.7241339683532715	11	-6.21757243329	3.72100874722	4.12768499104	-15.9958667067	11.0	0.0	1001	12012
8.299125909805298	12	-6.42645471788	3.7053020799	1.42018045012	-17.9862948984	11.0	0.0	1001	13013
8.871128797531128	13	-6.23177044115	3.57931875979	2.18242842747	-13.5692518142	11.0	0.0	1001	14014
9.407768964767456	14	-6.2413551715	3.37961193476	2.87240844214	-14.2044267172	11.0	0.0	1001	15015
9.973564863204956	15	-7.21423528377	3.89102736915	-0.153094969154	-15.0456020212	11.0	0.0	1001	16016
10.506044864654541	16	-6.62147690825	3.64773725215	0.996001602532	-16.7285885078	11.0	0.0	1001	17017
11.028387784957886	17	-6.02351124346	3.48793452457	1.47843145063	-15.9259375638	11.0	0.0	1001	18018
11.582705020904541	18	-5.82935773761	3.65962776683	3.84886758919	-12.7985503557	11.0	0.0	1001	19019
12.132960796356201	19	-5.8705200918	3.32991373939	1.30063176702	-13.5239916383	11.0	0.0	1001	20020
12.674155950546265	20	-5.07160629874	3.21665851782	1.96312767391	-12.3158949447	11.0	0.0	1001	21021
13.27377700805664	21	-5.5737921302	3.46935447524	-0.0361241111494	-15.3070877321	11.0	0.0	1001	22022
13.839488983154297	22	-4.96128848958	3.22417248681	4.14341156462	-14.1826466001	11.0	0.0	1001	23023
14.360682964324951	23	-4.8751320965	3.11796480079	2.41727017487	-11.6090079504	11.0	0.0	1001	24024
14.87891697883606	24	-4.97246113618	3.6311244803	4.08234047211	-13.1708096363	11.0	0.0	1001	25025
15.420276880264282	25	-4.7483857731	3.61468894421	3.26711334329	-15.6886802661	11.0	0.0	1001	26026
16.093061923980713	26	-4.8778912602	3.54023262505	2.49908331761	-12.2428474215	11.0	0.0	1001	27027
16.751667976379395	27	-4.56956206354	3.30773698255	3.47928773696	-12.3808832566	11.0	0.0	1001	28028
17.389062881469727	28	-4.04639470477	3.54755680951	3.83527861121	-15.8083066264	11.0	0.0	1001	29029
17.93807888031006	29	-4.47611142431	3.50709195956	2.99355640639	-12.4167748248	11.0	0.0	1001	30030
18.441054821014404	30	-3.83876014335	3.21834433411	2.1232219075	-12.0894587836	11.0	0.0	1001	31031
19.100961923599243	31	-3.92861652351	3.35855901437	3.21617185812	-13.9405088569	11.0	0.0	1001	32032
19.693310976028442	32	-3.75622076479	2.96065756164	1.98311750046	-11.5518773159	11.0	0.0	1001	33033
20.208513021469116	33	-4.20124002963	3.18665617725	1.29450986724	-14.6053967774	11.0	0.0	1001	34034
20.724689960479736	34	-3.75843122768	3.5787477113	2.49010259116	-12.659580708	11.0	0.0	1001	35035
21.32793092727661	35	-3.16761783546	3.65090673699	5.6166392474	-11.913494076	11.0	0.0	1001	36036
22.20868992805481	36	-3.42570384649	2.98678619748	2.45176015425	-11.0097807409	11.0	0.0	1001	37037
22.852540969848633	37	-3.04163242371	3.46467397899	3.20350152386	-11.8247666586	11.0	0.0	1001	38038
23.474722862243652	38	-2.79223554305	2.53033095088	3.65705871726	-11.2549634442	11.0	0.0	1001	39039
23.96927499771118	39	-2.83576906214	3.49447706202	4.47686420581	-10.5482529777	11.0	0.0	1001	40040
24.44556999206543	40	-2.8945778507	3.26850074677	3.80208371077	-14.7865045208	11.0	0.0	1001	41041
24.93016290664673	41	-3.17614731105	3.27237172067	3.5531169972	-12.0056432213	11.0	0.0	1001	42042
25.74570894241333	42	-3.15331045402	3.25164625706	4.73388832172	-10.9339124268	11.0	0.0	1001	43043
27.53382897377014	43	-3.1237757507	2.86252551302	2.21498777464	-11.0198282074	11.0	0.0	1001	44044
28.31601595878601	44	-2.92721350158	3.23440175256	4.77860009179	-12.6779700379	11.0	0.0	1001	45045
28.80073380470276	45	-3.04807481097	3.24700065949	4.76068686207	-10.7503659671	11.0	0.0	1001	46046
29.286715984344482	46	-2.26171008625	2.8524463135	4.18005271098	-9.20276333651	11.0	0.0	1001	47047
29.779175996780396	47	-3.18483824801	3.04781402152	2.73698494599	-10.0554459496	11.0	0.0	1001	48048
30.272657871246338	48	-2.45521648999	3.11842592278	3.52164337495	-9.80528968406	11.0	0.0	1001	49049
30.765100955963135	49	-1.93945181155	2.38345899738	2.98284655291	-7.1733843924	11.0	0.0	1001	50050
