Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.8422510623931885	0	21.3319148936	12.8609768727	97.0	8.0	21.3319148936	12.8609768727	5013	5013
3.2033040523529053	1	25.7743589744	13.1870316628	67.0	9.0	25.7743589744	13.1870316628	5026	10039
4.569359064102173	2	26.5079365079	14.8044105567	102.0	9.0	26.5079365079	14.8044105567	5010	15049
5.8981099128723145	3	28.7471264368	14.8681704235	101.0	10.0	28.7471264368	14.8681704235	5002	20051
7.361325979232788	4	33.0065789474	17.7550944174	108.0	9.0	33.0065789474	17.7550944174	5017	25068
8.92730188369751	5	34.4965517241	21.020884242	110.0	9.0	34.4965517241	21.020884242	5002	30070
10.500572919845581	6	32.7908496732	18.6216732239	121.0	10.0	32.7908496732	18.6216732239	5017	35087
12.089101076126099	7	34.8	19.6309396898	136.0	10.0	34.8	19.6309396898	5046	40133
13.537889957427979	8	42.9316239316	21.9251744219	127.0	10.0	42.9316239316	21.9251744219	5023	45156
14.899308919906616	9	47.128440367	28.8679692715	182.0	13.0	47.128440367	28.8679692715	5137	50293
16.25692391395569	10	45.2857142857	25.4075454806	148.0	11.0	45.2857142857	25.4075454806	5072	55365
17.622865915298462	11	56.4382022472	31.216876398	200.0	13.0	56.4382022472	31.216876398	5023	60388
18.992608070373535	12	59.1058823529	26.9919480497	139.0	17.0	59.1058823529	26.9919480497	5024	65412
20.32790994644165	13	61.2317073171	35.9085215718	199.0	13.0	61.2317073171	35.9085215718	5021	70433
21.664216995239258	14	64.2692307692	33.4386821438	188.0	19.0	64.2692307692	33.4386821438	5013	75446
23.045804977416992	15	81.9365079365	49.4297234067	200.0	15.0	81.9365079365	49.4297234067	5162	80608
24.396049976348877	16	74.4705882353	43.9453104599	200.0	13.0	74.4705882353	43.9453104599	5064	85672
25.765290021896362	17	81.435483871	44.5969841913	200.0	14.0	81.435483871	44.5969841913	5049	90721
27.095224857330322	18	100.26	47.3441907735	200.0	20.0	100.26	47.3441907735	5013	95734
28.4268958568573	19	107.531914894	54.6629327377	200.0	24.0	107.531914894	54.6629327377	5054	100788
29.79105305671692	20	105.448979592	49.0921919992	200.0	23.0	105.448979592	49.0921919992	5167	105955
31.123312950134277	21	114.772727273	53.0243784569	200.0	33.0	114.772727273	53.0243784569	5050	111005
32.454747915267944	22	114.545454545	51.7553047547	200.0	22.0	114.545454545	51.7553047547	5040	116045
33.83994007110596	23	129.846153846	35.2605964881	200.0	36.0	129.846153846	35.2605964881	5064	121109
35.18540287017822	24	145.171428571	50.8878238113	200.0	25.0	145.171428571	50.8878238113	5081	126190
36.5011420249939	25	156.78125	48.0434272137	200.0	32.0	156.78125	48.0434272137	5017	131207
37.8204550743103	26	167.3	39.9517625811	200.0	54.0	167.3	39.9517625811	5019	136226
39.174257040023804	27	160.125	45.2394670061	200.0	37.0	160.125	45.2394670061	5124	141350
40.53315806388855	28	166.064516129	41.785887017	200.0	30.0	166.064516129	41.785887017	5148	146498
41.85010290145874	29	172.448275862	33.6294064739	200.0	63.0	172.448275862	33.6294064739	5001	151499
43.22597408294678	30	166.096774194	35.9106012191	200.0	79.0	166.096774194	35.9106012191	5149	156648
44.54855990409851	31	174.379310345	35.2443820841	200.0	75.0	174.379310345	35.2443820841	5057	161705
45.91450905799866	32	174.862068966	37.8032329743	200.0	65.0	174.862068966	37.8032329743	5071	166776
47.234649896621704	33	179.5	38.5111301166	200.0	27.0	179.5	38.5111301166	5026	171802
48.595540046691895	34	171.6	37.5460606012	200.0	41.0	171.6	37.5460606012	5148	176950
49.913166999816895	35	185.555555556	32.4782928457	200.0	81.0	185.555555556	32.4782928457	5010	181960
51.249351978302	36	194.653846154	24.2597201894	200.0	74.0	194.653846154	24.2597201894	5061	187021
52.59492492675781	37	198.153846154	8.46573322597	200.0	156.0	198.153846154	8.46573322597	5152	192173
53.961652994155884	38	199.153846154	4.23076923077	200.0	178.0	199.153846154	4.23076923077	5178	197351
55.299813985824585	39	197.307692308	8.2684257211	200.0	166.0	197.307692308	8.2684257211	5130	202481
56.60962200164795	40	186.777777778	31.8832747671	200.0	84.0	186.777777778	31.8832747671	5043	207524
57.92522597312927	41	188.666666667	27.16206505	200.0	113.0	188.666666667	27.16206505	5094	212618
59.2489869594574	42	185.407407407	31.8145776734	200.0	74.0	185.407407407	31.8145776734	5006	217624
60.469483852386475	43	192.481481481	19.5151799801	200.0	125.0	192.481481481	19.5151799801	5197	222821
61.697596073150635	44	191.0	28.7002387395	200.0	85.0	191.0	28.7002387395	5157	227978
62.906569957733154	45	190.222222222	20.5324194121	200.0	122.0	190.222222222	20.5324194121	5136	233114
64.09357690811157	46	187.185185185	33.5548605929	200.0	77.0	187.185185185	33.5548605929	5054	238168
65.28963088989258	47	194.0	18.6238061053	200.0	113.0	194.0	18.6238061053	5044	243212
66.63800692558289	48	190.703703704	26.4614531876	200.0	73.0	190.703703704	26.4614531876	5149	248361
68.0653760433197	49	184.75	31.1191546433	200.0	94.0	184.75	31.1191546433	5173	253534
69.46967792510986	50	180.285714286	37.7490370197	200.0	68.0	180.285714286	37.7490370197	5048	258582
70.80224394798279	51	185.666666667	25.3230973473	200.0	117.0	185.666666667	25.3230973473	5013	263595
72.13328385353088	52	185.666666667	29.0338244633	200.0	86.0	185.666666667	29.0338244633	5013	268608
73.46084904670715	53	188.407407407	26.6559134698	200.0	93.0	188.407407407	26.6559134698	5087	273695
