Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.6995081901550293	0	22.7608695652	12.7725670407	80.0	8.0	22.7608695652	12.7725670407	1047	1047
1.0195400714874268	1	21.5	10.4602421897	45.0	9.0	21.5	10.4602421897	1032	2079
1.3259570598602295	2	23.7674418605	11.5251740829	63.0	11.0	23.7674418605	11.5251740829	1022	3101
1.636721134185791	3	25.1	11.6034477635	60.0	10.0	25.1	11.6034477635	1004	4105
1.962536096572876	4	31.28125	19.5515894095	95.0	11.0	31.28125	19.5515894095	1001	5106
2.2776870727539062	5	30.4848484848	14.297957498	82.0	11.0	30.4848484848	14.297957498	1006	6112
2.5921971797943115	6	32.3870967742	16.6939769308	77.0	11.0	32.3870967742	16.6939769308	1004	7116
2.9162662029266357	7	32.5483870968	17.0063341324	87.0	12.0	32.5483870968	17.0063341324	1009	8125
3.262428045272827	8	43.9583333333	20.9134708714	98.0	12.0	43.9583333333	20.9134708714	1055	9180
3.596541166305542	9	42.8333333333	16.7074501013	76.0	16.0	42.8333333333	16.7074501013	1028	10208
3.947425127029419	10	47.1818181818	27.239070141	123.0	15.0	47.1818181818	27.239070141	1038	11246
4.277748107910156	11	41.9166666667	18.9185021136	74.0	12.0	41.9166666667	18.9185021136	1006	12252
4.652997016906738	12	54.5263157895	23.8401881418	99.0	27.0	54.5263157895	23.8401881418	1036	13288
5.0124289989471436	13	53.2105263158	26.3430385239	118.0	13.0	53.2105263158	26.3430385239	1011	14299
5.392637014389038	14	68.8666666667	30.6047200426	135.0	35.0	68.8666666667	30.6047200426	1033	15332
5.784204006195068	15	60.7222222222	27.6361388917	122.0	20.0	60.7222222222	27.6361388917	1093	16425
6.149821043014526	16	61.0	22.4237269296	127.0	24.0	61.0	22.4237269296	1037	17462
6.520004987716675	17	68.2	32.106489479	170.0	25.0	68.2	32.106489479	1023	18485
6.957257986068726	18	88.8333333333	56.8519031246	200.0	18.0	88.8333333333	56.8519031246	1066	19551
7.341539144515991	19	74.3571428571	33.1352361928	152.0	35.0	74.3571428571	33.1352361928	1041	20592
7.820831060409546	20	105.181818182	51.3912234846	200.0	32.0	105.181818182	51.3912234846	1157	21749
8.280351161956787	21	109.8	46.0299902238	197.0	50.0	109.8	46.0299902238	1098	22847
8.697771072387695	22	95.3636363636	40.6744787691	153.0	35.0	95.3636363636	40.6744787691	1049	23896
9.115535974502563	23	103.4	46.8597908659	176.0	34.0	103.4	46.8597908659	1034	24930
9.588541030883789	24	114.9	43.7274513321	200.0	58.0	114.9	43.7274513321	1149	26079
10.005051136016846	25	111.444444444	37.1576554431	200.0	74.0	111.444444444	37.1576554431	1003	27082
10.447916030883789	26	117.111111111	52.1673470551	200.0	44.0	117.111111111	52.1673470551	1054	28136
10.907265186309814	27	135.125	39.9075102581	200.0	95.0	135.125	39.9075102581	1081	29217
11.446406126022339	28	169.0	37.136812695	200.0	116.0	169.0	37.136812695	1183	30400
11.94653606414795	29	176.5	31.1862683458	200.0	132.0	176.5	31.1862683458	1059	31459
12.49397611618042	30	171.285714286	25.1720609617	200.0	138.0	171.285714286	25.1720609617	1199	32658
13.001561164855957	31	149.125	33.5724496425	200.0	110.0	149.125	33.5724496425	1193	33851
13.509641170501709	32	160.285714286	20.6100827316	200.0	128.0	160.285714286	20.6100827316	1122	34973
13.979940176010132	33	171.333333333	23.3428552	200.0	127.0	171.333333333	23.3428552	1028	36001
14.502163171768188	34	164.142857143	32.6077491729	200.0	119.0	164.142857143	32.6077491729	1149	37150
14.972092151641846	35	152.285714286	24.1703140574	200.0	120.0	152.285714286	24.1703140574	1066	38216
15.541543006896973	36	198.0	4.472135955	200.0	188.0	198.0	4.472135955	1188	39404
16.066061973571777	37	167.571428571	34.4253110489	200.0	118.0	167.571428571	34.4253110489	1173	40577
16.588176012039185	38	188.833333333	17.8737858951	200.0	152.0	188.833333333	17.8737858951	1133	41710
17.0793399810791	39	178.0	31.304951685	200.0	128.0	178.0	31.304951685	1068	42778
17.625545978546143	40	192.833333333	16.0251538387	200.0	157.0	192.833333333	16.0251538387	1157	43935
18.20203709602356	41	200.0	0.0	200.0	200.0	200.0	0.0	1200	45135
18.78509211540222	42	200.0	0.0	200.0	200.0	200.0	0.0	1200	46335
19.304558038711548	43	183.666666667	36.5224436325	200.0	102.0	183.666666667	36.5224436325	1102	47437
19.88577914237976	44	200.0	0.0	200.0	200.0	200.0	0.0	1200	48637
20.45399308204651	45	197.166666667	6.33552593625	200.0	183.0	197.166666667	6.33552593625	1183	49820
21.02879309654236	46	200.0	0.0	200.0	200.0	200.0	0.0	1200	51020
21.612438201904297	47	200.0	0.0	200.0	200.0	200.0	0.0	1200	52220
22.19486904144287	48	200.0	0.0	200.0	200.0	200.0	0.0	1200	53420
22.772974014282227	49	200.0	0.0	200.0	200.0	200.0	0.0	1200	54620
23.351123094558716	50	200.0	0.0	200.0	200.0	200.0	0.0	1200	55820
23.90820002555847	51	188.833333333	24.9694257487	200.0	133.0	188.833333333	24.9694257487	1133	56953
24.486664056777954	52	200.0	0.0	200.0	200.0	200.0	0.0	1200	58153
25.072066068649292	53	200.0	0.0	200.0	200.0	200.0	0.0	1200	59353
25.651305198669434	54	200.0	0.0	200.0	200.0	200.0	0.0	1200	60553
26.21612310409546	55	197.166666667	6.33552593625	200.0	183.0	197.166666667	6.33552593625	1183	61736
26.815067052841187	56	200.0	0.0	200.0	200.0	200.0	0.0	1200	62936
